appid;name;release_date;english;developer;publisher;platforms;required_age;categories;genres;steamspy_tags;achievements;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;price;genresLista;genero;positiveReviewsPct;year;average_playtime_log
204360;Castle Crashers®;2012-09-26;1;The Behemoth;The Behemoth;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure;Casual;Indie;RPG";"Co-op;Action;Adventure";12;50273;2063;1094;306;2000000-5000000;9.99;['Action', 'Adventure', 'Casual', 'Indie', 'RPG'];RPG;0.9605816264139407;2012;6.9975959829819265
365590;Tom Clancy’s The Division™;2016-03-07;1;Massive Entertainment;Ubisoft;windows;18;"Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases";"Action;Adventure;RPG";"Open World;Multiplayer;Third-Person Shooter";0;49832;25607;4252;1952;2000000-5000000;41.99;['Action', 'Adventure', 'RPG'];RPG;0.6605601877013216;2016;8.355144739461839
304050;Trove;2015-07-09;1;Trion Worlds;Trion Worlds;"windows;mac";0;"Online Multi-Player;MMO;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases";"Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG";"Free to Play;Open World;Multiplayer";16;47897;13708;2602;184;5000000-10000000;0.0;['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG'];RPG;0.7774855937018099;2015;7.86403565907245
489830;The Elder Scrolls V: Skyrim Special Edition;2016-10-27;1;Bethesda Game Studios;Bethesda Softworks;windows;18;"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud";RPG;"Open World;RPG;Adventure";75;47749;14719;2418;821;2000000-5000000;29.99;['RPG'];RPG;0.7643753601844144;2016;7.790696031174738
435150;Divinity: Original Sin 2 - Definitive Edition;2017-09-14;1;Larian Studios;Larian Studios;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Includes level editor";"Adventure;RPG;Strategy";"RPG;Turn-Based;Story Rich";97;44145;2464;2938;1953;2000000-5000000;29.99;['Adventure', 'RPG', 'Strategy'];RPG;0.9471346735609003;2017;7.9854843567338225
113200;The Binding of Isaac;2011-09-28;1;Edmund McMillen and Florian Himsl;Edmund McMillen;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards";"Action;Adventure;Indie;RPG";"Rogue-like;Indie;Replay Value";99;43227;1923;1849;567;2000000-5000000;3.99;['Action', 'Adventure', 'Indie', 'RPG'];RPG;0.9574086378737542;2011;7.522400231387125
363970;Clicker Heroes;2015-05-13;1;Playsaurus;Playsaurus;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats";"Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy";"Clicker;Free to Play;Casual";111;42530;4734;9742;463;5000000-10000000;0.0;['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy'];RPG;0.8998392010832769;2015;9.184201714366488
206440;To the Moon;2012-09-07;1;Freebird Games;Freebird Games;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Adventure;Indie;RPG";"Story Rich;Great Soundtrack;Indie";1;42115;1423;200;233;1000000-2000000;6.99;['Adventure', 'Indie', 'RPG'];RPG;0.967315907942487;2012;5.298317366548036
262060;Darkest Dungeon®;2016-01-19;1;Red Hook Studios;Red Hook Studios;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Indie;RPG;Strategy";"Turn-Based Combat;RPG;Dungeon Crawler";104;41544;6741;1121;619;2000000-5000000;18.99;['Indie', 'RPG', 'Strategy'];RPG;0.8603914259086672;2016;7.02197642307216
524220;NieR:Automata™;2017-03-17;1;"Square Enix;PlatinumGames Inc.";Square Enix;windows;18;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Action;RPG";"Great Soundtrack;Story Rich;Female Protagonist";47;39387;9414;2022;1782;500000-1000000;29.99;['Action', 'RPG'];RPG;0.8070941169238335;2017;7.611842399580417
20920;The Witcher 2: Assassins of Kings Enhanced Edition;2012-04-16;1;CD PROJEKT RED;"CD PROJEKT RED;1C-SoftClub";"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards";RPG;"RPG;Fantasy;Mature";52;36427;4710;838;320;2000000-5000000;14.99;['RPG'];RPG;0.8855045336315239;2012;6.731018100482083
213670;South Park™: The Stick of Truth™;2014-03-06;1;Obsidian Entertainment;Ubisoft;windows;0;"Single-player;Steam Achievements;Full controller support";"Action;Adventure;RPG";"RPG;Comedy;Adventure";50;35896;911;1045;628;2000000-5000000;25.99;['Action', 'Adventure', 'RPG'];RPG;0.9752492732360692;2014;6.951772164398911
306130;The Elder Scrolls® Online;2017-05-22;1;Zenimax Online Studios;Bethesda Softworks;"windows;mac";18;"MMO;Steam Trading Cards;Partial Controller Support";"Massively Multiplayer;RPG";"RPG;Open World;MMORPG";0;33719;11672;10659;3143;1000000-2000000;14.99;['Massively Multiplayer', 'RPG'];RPG;0.7428565134057412;2017;9.274159884689137
203770;Crusader Kings II;2012-02-14;1;Paradox Development Studio;Paradox Interactive;"windows;mac;linux";0;"Single-player;Multi-player;Steam Trading Cards";"RPG;Simulation;Strategy";"Grand Strategy;Strategy;Medieval";161;31668;4187;1366;272;2000000-5000000;29.99;['RPG', 'Simulation', 'Strategy'];RPG;0.8832240970575931;2012;7.2196420401307355
582160;Assassin's Creed® Origins;2017-10-26;1;Ubisoft Montreal;Ubisoft;windows;0;"Single-player;Steam Achievements;Steam Trading Cards;Captions available;In-App Purchases;Partial Controller Support";"Action;Adventure;RPG";"Open World;Assassin;Action";67;31644;6007;2908;3143;1000000-2000000;49.99;['Action', 'Adventure', 'RPG'];RPG;0.8404557647871238;2017;7.97522083865341
379430;Kingdom Come: Deliverance;2018-02-13;1;Warhorse Studios;"Warhorse Studios;Deep Silver";windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;RPG";"Medieval;Open World;RPG";71;30024;9307;2106;2282;1000000-2000000;29.99;['Action', 'Adventure', 'RPG'];RPG;0.7633673184002441;2018;7.652545692693921
236430;DARK SOULS™ II;2014-04-25;1;FromSoftware, Inc;"BANDAI NAMCO Entertainment;FromSoftware, Inc";windows;16;"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support";"Action;RPG";"RPG;Dark Fantasy;Difficult";38;30008;3799;2377;3041;1000000-2000000;29.99;['Action', 'RPG'];RPG;0.8876268228473393;2014;7.773594467360194
200710;Torchlight II;2012-09-20;1;Runic Games;Runic Games;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud";"Action;Adventure;Indie;RPG";"RPG;Action RPG;Hack and Slash";119;29539;1757;1037;508;2000000-5000000;14.99;['Action', 'Adventure', 'Indie', 'RPG'];RPG;0.9438586400817995;2012;6.9440872082295275
107100;Bastion;2011-08-16;1;Supergiant Games;Supergiant Games;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Indie;RPG";"Great Soundtrack;Indie;Action";24;27887;1098;391;234;2000000-5000000;11.39;['Action', 'Indie', 'RPG'];RPG;0.9621183370708988;2011;5.968707559985366
219990;Grim Dawn;2016-02-25;1;Crate Entertainment;Crate Entertainment;windows;0;"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie;RPG";"Action RPG;RPG;Hack and Slash";178;26805;2605;3651;1539;1000000-2000000;19.99;['Action', 'Adventure', 'Indie', 'RPG'];RPG;0.9114246854811289;2016;8.202756381655638
20900;The Witcher: Enhanced Edition Director's Cut;2008-09-16;1;CD PROJEKT RED;"CD PROJEKT RED;1C-SoftClub";"windows;mac";0;"Single-player;Steam Cloud";"Action;RPG";"RPG;Fantasy;Story Rich";0;26380;4217;773;335;2000000-5000000;6.99;['Action', 'RPG'];RPG;0.8621760303297709;2008;6.650279048587422
359320;Elite Dangerous;2015-04-02;1;Frontier Developments;Frontier Developments;windows;0;"Single-player;Multi-player;MMO;Co-op;VR Support;Partial Controller Support";"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy";"Space Sim;Space;Open World";0;26143;11006;4545;2579;1000000-2000000;19.99;['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];RPG;0.7037336132870333;2015;8.421783006611578
335300;DARK SOULS™ II: Scholar of the First Sin;2015-04-01;1;FromSoftware, Inc;"BANDAI NAMCO Entertainment;FromSoftware, Inc";windows;16;"Single-player;Multi-player;Co-op;Steam Achievements;Full controller support";"Action;RPG";"RPG;Dark Fantasy;Difficult";38;25959;4289;3189;2442;1000000-2000000;29.99;['Action', 'RPG'];RPG;0.8582055011901614;2015;8.067462667010057
200210;Realm of the Mad God;2012-02-20;1;"Wild Shadow Studios;Deca Games";Deca Games;"windows;mac";0;"Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Stats";"Action;Free to Play;Indie;Massively Multiplayer;RPG";"Free to Play;Massively Multiplayer;Pixel Graphics";31;23414;4728;3531;64;2000000-5000000;0.0;['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'];RPG;0.831994883092886;2012;8.169336395928386
248820;Risk of Rain;2013-11-08;1;Hopoo Games;Chucklefish;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support";"Action;Indie;RPG";"Rogue-like;Indie;Platformer";15;22700;1589;946;610;1000000-2000000;6.99;['Action', 'Indie', 'RPG'];RPG;0.9345794392523364;2013;6.852242569051878
237930;Transistor;2014-05-20;1;Supergiant Games;Supergiant Games;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Indie;RPG";"Great Soundtrack;Female Protagonist;Indie";33;22158;1162;353;352;1000000-2000000;15.49;['Action', 'Indie', 'RPG'];RPG;0.950171526586621;2014;5.8664680569332965
104900;ORION: Prelude;2013-04-16;1;Spiral Game Studios;DANKIE;windows;0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor";"Action;Adventure;Indie;RPG";"Dinosaurs;Action;FPS";251;22057;7558;263;98;2000000-5000000;0.79;['Action', 'Adventure', 'Indie', 'RPG'];RPG;0.7447914907985818;2013;5.572154032177765
440900;Conan Exiles;2018-05-08;1;Funcom;Funcom;windows;18;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop";"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy";"Survival;Open World;Crafting";25;22001;9594;4431;5167;500000-1000000;33.99;['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];RPG;0.6963443582845387;2018;8.39638057119949
588430;Fallout Shelter;2017-03-29;1;Bethesda Game Studios;Bethesda Softworks;windows;0;"Single-player;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud;Stats";"Free to Play;RPG;Simulation";"Free to Play;Survival;Base-Building";35;21481;3569;1116;93;2000000-5000000;0.0;['Free to Play', 'RPG', 'Simulation'];RPG;0.8575249500998005;2017;7.017506142941256
644560;Mirror;2018-04-19;1;KAGAMI WORKs;Paradise Project;"windows;mac";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Adventure;Indie;RPG";"Sexual Content;Nudity;Mature";114;21474;702;281;291;500000-1000000;1.69;['Adventure', 'Indie', 'RPG'];RPG;0.9683441558441559;2018;5.638354669333745
42910;Magicka;2011-01-25;1;Arrowhead Game Studios;Paradox Interactive;windows;0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards";"Action;RPG";"Comedy;Action;Co-op";88;20912;1964;589;369;2000000-5000000;7.99;['Action', 'RPG'];RPG;0.9141458296905053;2011;6.3784261836515865
812140;Assassin's Creed® Odyssey;2018-10-05;1;"Ubisoft Quebec;Ubisoft Montreal;Ubisoft Bucharest;Ubisoft Singapore;Ubisoft Montpellier;Ubisoft Kiev;Ubisoft Shanghai";Ubisoft;windows;0;"Single-player;Steam Achievements;Steam Trading Cards;Captions available;In-App Purchases;Partial Controller Support";"Action;Adventure;RPG";"Open World;Action;RPG";82;20771;4528;3151;3581;1000000-2000000;49.99;['Action', 'Adventure', 'RPG'];RPG;0.8210205936993558;2018;8.055475141757274
356190;Middle-earth™: Shadow of War™;2017-10-09;1;Monolith Productions;WB Games;windows;18;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud";"Action;Adventure;RPG";"Open World;Action;RPG";72;19813;5633;1587;1265;1000000-2000000;34.99;['Action', 'Adventure', 'RPG'];RPG;0.7786292541067358;2017;7.369600720526409
280790;Creativerse;2017-05-08;1;Playful Corp.;Playful Corp.;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Steam Workshop;In-App Purchases";"Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Simulation";"Free to Play;Survival;Multiplayer";0;19114;4911;3292;138;2000000-5000000;0.0;['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'];RPG;0.7955879292403746;2017;8.09925056179696
109600;Neverwinter;2013-12-05;1;Cryptic Studios;Perfect World Entertainment;windows;0;"Multi-player;MMO;Co-op;Steam Trading Cards;In-App Purchases;Includes level editor";"Adventure;Free to Play;Massively Multiplayer;RPG";"Free to Play;MMORPG;RPG";0;18517;5297;1273;543;5000000-10000000;0.0;['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'];RPG;0.777567817250357;2013;7.149131598557407
838350;太吾绘卷 The Scroll Of Taiwu;2018-09-20;0;ConchShip Games;ConchShip Games;windows;0;Single-player;"Adventure;Casual;Indie;RPG;Strategy;Early Access";"Early Access;RPG;Sandbox";0;17938;2273;1270;873;2000000-5000000;15.49;['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access'];RPG;0.8875364900301815;2018;7.146772179452637
339800;HuniePop;2015-01-19;1;HuniePot;HuniePot;"windows;mac;linux";18;"Single-player;Steam Achievements;Steam Trading Cards";"Indie;RPG;Simulation;Strategy";"Nudity;Mature;Anime";20;17761;711;2741;780;500000-1000000;6.99;['Indie', 'RPG', 'Simulation', 'Strategy'];RPG;0.9615093113902122;2015;7.916078096302786
22370;Fallout 3: Game of the Year Edition;2009-12-17;1;Bethesda Game Studios;Bethesda Softworks;windows;0;Single-player;RPG;"Open World;RPG;Post-apocalyptic";0;17742;4495;1242;1076;2000000-5000000;14.99;['RPG'];RPG;0.7978594234833836;2009;7.124478262493424
108600;Project Zomboid;2013-11-08;1;The Indie Stone;The Indie Stone;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support";"Indie;RPG;Simulation;Early Access";"Early Access;Survival;Zombies";0;17273;2606;658;701;500000-1000000;9.99;['Indie', 'RPG', 'Simulation', 'Early Access'];RPG;0.8689068866643191;2013;6.489204931325317
299740;Miscreated;2018-12-18;1;Entrada Interactive LLC;Entrada Interactive LLC;windows;0;"Multi-player;Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled";"Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy";"Survival;Open World;Multiplayer";29;17255;7903;619;675;500000-1000000;19.49;['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];RPG;0.6858653311074012;2018;6.428105272684596
553640;ICEY;2016-11-17;1;FantaBlade Network;X.D. Network Inc.;"windows;mac";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats";"Action;Adventure;RPG";"Action;Female Protagonist;Hack and Slash";34;16978;1627;294;297;500000-1000000;8.99;['Action', 'Adventure', 'RPG'];RPG;0.9125503896801935;2016;5.683579767338681
261640;Borderlands: The Pre-Sequel;2014-10-16;1;"2K Australia;Gearbox Software;Aspyr (Mac);Aspyr (Linux)";"2K;Aspyr (Mac);Aspyr (Linux)";"windows;mac;linux";18;"Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;RPG";"Co-op;Action;FPS";63;16909;5076;1661;886;2000000-5000000;29.99;['Action', 'RPG'];RPG;0.7691153058903798;2014;7.415175109613295
337000;Deus Ex: Mankind Divided;2016-08-23;1;"Eidos Montreal;Feral Interactive (Linux);Feral Interactive (Mac)";"Square Enix;Feral Interactive (Linux);Feral Interactive (Mac)";"windows;mac;linux";18;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;RPG";"Cyberpunk;Stealth;Action";81;16023;7344;798;977;1000000-2000000;19.99;['Action', 'RPG'];RPG;0.6857106175375529;2016;6.682108597449809
99900;Spiral Knights;2011-06-14;1;Grey Havens, LLC;Grey Havens, LLC;"windows;mac";0;"Single-player;Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support";"Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG";"Free to Play;Massively Multiplayer;RPG";54;15666;3202;275;64;2000000-5000000;0.0;['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'];RPG;0.8302946788212847;2011;5.616771097666572
236090;Dust: An Elysian Tail;2013-05-24;1;Humble Hearts LLC;Microsoft Studios;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie;RPG";"Action;Platformer;Indie";30;15064;625;370;247;1000000-2000000;11.99;['Action', 'Adventure', 'Indie', 'RPG'];RPG;0.960163171648926;2013;5.91350300563827
269210;Hero Siege;2014-01-29;1;"Elias Viglione;Jussi Kukkonen";Panic Art Studios;"windows;mac;linux";0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie;Massively Multiplayer;RPG";"RPG;Rogue-like;Indie";57;14929;4023;803;550;1000000-2000000;6.99;['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG'];RPG;0.7877268889826932;2014;6.688354713946762
247080;Crypt of the NecroDancer;2015-04-23;1;Brace Yourself Games;"Brace Yourself Games;Klei Entertainment";"windows;mac;linux";0;"Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor";"Action;Indie;RPG";"Rhythm;Rogue-like;Great Soundtrack";44;14162;533;326;290;1000000-2000000;10.99;['Action', 'Indie', 'RPG'];RPG;0.9637291595780878;2015;5.786897381366708
241600;Rogue Legacy;2013-06-27;1;Cellar Door Games;Cellar Door Games;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie;RPG";"Rogue-like;Platformer;Indie";29;13854;936;769;644;1000000-2000000;10.99;['Action', 'Adventure', 'Indie', 'RPG'];RPG;0.9367139959432048;2013;6.645090969505644
22330;The Elder Scrolls IV: Oblivion® Game of the Year Edition;2009-06-16;1;Bethesda Game Studios;Bethesda Softworks;windows;0;"Single-player;Steam Cloud";RPG;"Open World;RPG;Fantasy";0;13827;826;1307;630;1000000-2000000;12.99;['RPG'];RPG;0.943629290930185;2009;7.175489713624222
637650;FINAL FANTASY XV WINDOWS EDITION;2018-03-06;1;Square Enix;Square Enix;windows;16;"Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";RPG;"RPG;Open World;JRPG";97;13789;4046;851;701;500000-1000000;34.99;['RPG'];RPG;0.7731426969442108;2018;6.7464121285733745
555570;Infestation: The New Z;2016-11-22;1;Fredaikis AB;Fredaikis AB;windows;0;"Online Multi-Player;MMO;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases";"Action;Free to Play;Indie;Massively Multiplayer;RPG";"Zombies;Free to Play;Survival";63;13726;14201;376;73;5000000-10000000;0.0;['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'];RPG;0.49149568517921727;2016;5.929589143389895
334230;Town of Salem;2014-12-15;1;BlankMediaGames;BlankMediaGames;"windows;mac";0;"Multi-player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Steam Cloud";"Indie;RPG;Strategy";"Strategy;Multiplayer;Mystery";361;13329;2112;2101;927;500000-1000000;3.99;['Indie', 'RPG', 'Strategy'];RPG;0.8632212939576452;2014;7.650168700845001
286160;Tabletop Simulator;2015-06-05;1;Berserk Games;Berserk Games;"windows;mac;linux";0;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Casual;Indie;RPG;Simulation;Strategy";"Board Game;Simulation;Multiplayer";27;13243;777;729;452;1000000-2000000;14.99;['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'];RPG;0.9445791726105564;2015;6.591673732008658
238010;Deus Ex: Human Revolution - Director's Cut;2013-10-25;1;"Eidos Montreal;Feral Interactive (Mac)";"Square Enix;Feral Interactive (Mac)";"windows;mac";16;"Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Commentary available";"Action;RPG";"Cyberpunk;Stealth;RPG";59;13044;1233;947;875;1000000-2000000;12.99;['Action', 'RPG'];RPG;0.9136373187644463;2013;6.853299093186078
250400;How to Survive;2014-08-29;1;Eko Software;505 Games;windows;0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure;RPG";"Survival;Zombies;Crafting";43;12965;2751;333;256;1000000-2000000;10.99;['Action', 'Adventure', 'RPG'];RPG;0.8249554594044286;2014;5.808142489980444
367500;Dragon's Dogma: Dark Arisen;2016-01-15;1;Capcom;Capcom;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure;RPG";"RPG;Open World;Character Customization";59;12856;1688;1355;1137;1000000-2000000;23.99;['Action', 'Adventure', 'RPG'];RPG;0.8839383938393839;2016;7.2115567333138015
434650;Lost Castle;2016-08-31;1;Hunter Studio;Another Indie;"windows;mac";0;"Single-player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;Indie;RPG";"Action;Adventure;Multiplayer";81;11930;1392;881;679;500000-1000000;6.99;['Action', 'Adventure', 'Indie', 'RPG'];RPG;0.8955111845068308;2016;6.78105762593618
39140;FINAL FANTASY VII;2013-07-04;1;Square Enix;Square Enix;windows;12;"Single-player;Steam Achievements;Partial Controller Support";RPG;"JRPG;RPG;Classic";36;11722;878;2443;2805;1000000-2000000;9.99;['RPG'];RPG;0.9303174603174603;2013;7.8009820712577405
32370;STAR WARS™ - Knights of the Old Republic™;2009-09-05;1;"BioWare;Aspyr (Mac)";"LucasArts;Aspyr (Mac);Disney Interactive;Lucasfilm";"windows;mac";0;"Single-player;Steam Cloud";"Adventure;RPG";"RPG;Star Wars;Sci-fi";0;11569;1590;660;400;2000000-5000000;7.19;['Adventure', 'RPG'];RPG;0.8791701497074246;2009;6.492239835020471
291650;Pillars of Eternity;2015-03-26;1;Obsidian Entertainment;Paradox Interactive;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available";RPG;"RPG;Fantasy;Isometric";48;11558;1835;1710;2177;1000000-2000000;22.99;['RPG'];RPG;0.8629881281266333;2015;7.444248649496705
4500;S.T.A.L.K.E.R.: Shadow of Chernobyl;2007-03-20;1;GSC Game World;GSC Game World;windows;0;"Single-player;Multi-player";"Action;RPG";"Atmospheric;Post-apocalyptic;Open World";0;11039;570;493;360;1000000-2000000;9.99;['Action', 'RPG'];RPG;0.9509001636661211;2007;6.20050917404269
257850;Hyper Light Drifter;2016-03-31;1;Heart Machine;Heart Machine;"windows;mac;linux";0;"Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards";"Action;Adventure;Indie;RPG";"Pixel Graphics;Great Soundtrack;Atmospheric";23;11027;721;275;354;500000-1000000;14.99;['Action', 'Adventure', 'Indie', 'RPG'];RPG;0.9386278515491998;2016;5.616771097666572
313340;Mountain;2014-08-18;1;David OReilly;"Double Fine Presents;David OReilly";"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Cloud";"Casual;Indie;RPG;Simulation";"Simulation;Indie;Casual";31;10936;1516;614;584;200000-500000;0.79;['Casual', 'Indie', 'RPG', 'Simulation'];RPG;0.8782524895599101;2014;6.419994928147142
736190;中国式家长 / Chinese Parents;2018-09-28;0;墨鱼玩游戏;Coconut Island Games;"windows;mac";0;"Single-player;Steam Achievements;Steam Cloud";"Casual;Indie;RPG;Simulation";"Simulation;Indie;RPG";23;10858;1227;652;479;1000000-2000000;7.19;['Casual', 'Indie', 'RPG', 'Simulation'];RPG;0.8984691766652876;2018;6.480044561926653
374040;Portal Knights;2017-05-18;1;Keen Games;505 Games;windows;0;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud";"Action;Adventure;RPG";"Adventure;Open World;Sandbox";29;10837;2531;1241;1247;500000-1000000;14.99;['Action', 'Adventure', 'RPG'];RPG;0.8106672651107122;2017;7.123672785204607
236110;Dungeon Defenders II;2017-06-20;1;Trendy Entertainment;Trendy Entertainment;windows;0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support";"Action;Free to Play;Indie;RPG;Strategy";"Free to Play;Tower Defense;Multiplayer";18;10766;3802;523;217;2000000-5000000;0.0;['Action', 'Free to Play', 'Indie', 'RPG', 'Strategy'];RPG;0.7390170236133993;2017;6.259581464064923
666140;My Time At Portia;2019-01-15;1;Pathea Games;Team17 Digital Ltd;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Adventure;Casual;Indie;RPG;Simulation";"Open World;Crafting;RPG";91;10695;1108;2094;2114;500000-1000000;24.99;['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation'];RPG;0.9061255612979751;2019;7.646831391430482
