appid;name;release_date;english;developer;publisher;platforms;required_age;categories;genres;steamspy_tags;achievements;positive_ratings;negative_ratings;average_playtime;median_playtime;owners;price;genresLista;genero;positiveReviewsPct;year;average_playtime_log
65800;Dungeon Defenders;2011-10-18;1;Trendy Entertainment;Trendy Entertainment;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards";"Action;Indie;RPG;Strategy";"Tower Defense;RPG;Co-op";114;10693;932;1993;1205;1000000-2000000;9.99;['Action', 'Indie', 'RPG', 'Strategy'];RPG;0.9198279569892474;2011;7.597396320212795
24980;Mass Effect 2;2010-01-28;1;BioWare;Electronic Arts;windows;0;Single-player;RPG;"RPG;Sci-fi;Story Rich";0;10675;542;1087;736;1000000-2000000;19.99;['RPG'];RPG;0.9516804849781582;2010;6.99117688712121
373420;Divinity: Original Sin - Enhanced Edition;2015-10-27;1;Larian Studios;Larian Studios;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud";"Adventure;Indie;RPG;Strategy";"RPG;Turn-Based;Co-op";54;10601;1201;1559;1190;1000000-2000000;29.99;['Adventure', 'Indie', 'RPG', 'Strategy'];RPG;0.8982375868496865;2015;7.351799869057777
475150;Titan Quest Anniversary Edition;2016-08-31;1;"Iron Lore Entertainment;THQ Nordic";THQ Nordic;windows;0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Action;RPG";"RPG;Hack and Slash;Action RPG";88;10566;1025;739;562;2000000-5000000;17.99;['Action', 'RPG'];RPG;0.9115693210249332;2016;6.6052979209482015
582660;Black Desert Online;2017-05-24;1;Pearl Abyss;Kakao Games Europe B.V.;windows;0;"Online Multi-Player;MMO;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support";"Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy";"Massively Multiplayer;MMORPG;Open World";0;10337;5759;15507;3322;1000000-2000000;7.99;['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy'];RPG;0.6422092445328031;2017;9.64904681386415
41700;S.T.A.L.K.E.R.: Call of Pripyat;2010-02-11;1;GSC Game World;GSC Game World;windows;0;"Single-player;Multi-player";"Action;RPG";"Open World;Atmospheric;Post-apocalyptic";0;10172;470;1969;3186;1000000-2000000;12.99;['Action', 'RPG'];RPG;0.9558353692914866;2010;7.585281078639126
24200;DC Universe™ Online;2011-11-02;1;Daybreak Game Company;Daybreak Game Company;windows;0;"Multi-player;MMO;Steam Achievements;Full controller support";"Action;Adventure;Free to Play;Massively Multiplayer;RPG";"Free to Play;Superhero;Massively Multiplayer";169;10138;2654;2990;3851;2000000-5000000;0.0;['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'];RPG;0.792526579111945;2011;8.003028666384733
17460;Mass Effect;2008-12-19;1;BioWare;Electronic Arts;windows;0;Single-player;"Action;RPG";"RPG;Sci-fi;Story Rich";0;10107;666;612;633;1000000-2000000;7.99;['Action', 'RPG'];RPG;0.9381787802840434;2008;6.416732282512326
351640;Eternal Senia;2015-06-18;1;Holy Priest;Holy Priest;windows;0;Single-player;"Action;Free to Play;Indie;RPG";"Anime;Free to Play;RPG";0;10106;227;15961;155;500000-1000000;0.0;['Action', 'Free to Play', 'Indie', 'RPG'];RPG;0.9780315494048195;2015;9.677903525682558
289130;Endless Legend™;2014-09-18;1;AMPLITUDE Studios;SEGA;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud";"RPG;Strategy";"Strategy;Turn-Based;4X";139;10015;2107;1045;727;1000000-2000000;22.99;['RPG', 'Strategy'];RPG;0.8261837980531266;2014;6.951772164398911
355840;Survarium;2015-04-02;1;Vostok Games;Vostok Games;windows;16;"Online Multi-Player;MMO;Online Co-op;Steam Achievements;Steam Trading Cards";"Action;Free to Play;Massively Multiplayer;RPG;Early Access";"Early Access;Free to Play;Survival";73;9985;9441;6569;59;2000000-5000000;0.0;['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access'];RPG;0.5140018531864512;2015;8.790116892892472
256290;Child of Light;2014-04-29;1;Ubisoft Montréal;Ubisoft;windows;0;"Single-player;Shared/Split Screen;Partial Controller Support";RPG;"RPG;Fantasy;Great Soundtrack";0;9980;747;605;818;500000-1000000;12.49;['RPG'];RPG;0.930362636338212;2014;6.405228458030842
22300;Fallout 3;2008-10-28;1;Bethesda Game Studios;Bethesda Softworks;windows;0;"Single-player;Partial Controller Support";RPG;"Open World;Post-apocalyptic;RPG";0;9921;2709;588;617;500000-1000000;7.99;['RPG'];RPG;0.7855106888361045;2008;6.376726947898627
485510;Nioh: Complete Edition / 仁王 Complete Edition;2017-11-07;1;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;windows;0;"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards";"Action;RPG";"Action;Souls-like;RPG";79;9842;2667;3456;3224;200000-500000;39.99;['Action', 'RPG'];RPG;0.7867935086737549;2017;8.147867129923947
39210;FINAL FANTASY XIV Online;2014-02-18;1;Square Enix;Square Enix;windows;16;"Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support";"Massively Multiplayer;RPG";"MMORPG;Massively Multiplayer;RPG";0;9808;2107;28897;9324;1000000-2000000;9.99;['Massively Multiplayer', 'RPG'];RPG;0.8231640788921527;2014;10.271493062483911
237990;The Banner Saga;2014-01-14;1;Stoic;Versus Evil;"windows;mac";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes level editor";"Indie;RPG;Strategy";"RPG;Turn-Based;Strategy";39;9750;1131;164;188;500000-1000000;18.74;['Indie', 'RPG', 'Strategy'];RPG;0.8960573476702509;2014;5.099866427824199
242680;Nuclear Throne;2015-12-05;1;Vlambeer;Vlambeer;"windows;mac;linux";0;"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards";"Action;Indie;RPG";"Rogue-like;Indie;Action";44;9694;405;682;491;500000-1000000;9.29;['Action', 'Indie', 'RPG'];RPG;0.9598970195068819;2015;6.525029657843462
22320;The Elder Scrolls III: Morrowind® Game of the Year Edition;2009-06-16;1;Bethesda Game Studios;Bethesda Softworks;windows;0;"Single-player;Steam Cloud";RPG;"RPG;Open World;Fantasy";0;9571;540;1135;1183;1000000-2000000;12.99;['RPG'];RPG;0.9465928197013154;2009;7.034387929915503
233860;Kenshi;2018-12-06;1;Lo-Fi Games;Lo-Fi Games;windows;0;"Single-player;Steam Workshop;Includes level editor";"Action;Indie;RPG;Simulation;Strategy";"Open World;Sandbox;RPG";0;9512;1171;1756;2026;200000-500000;22.99;['Action', 'Indie', 'RPG', 'Simulation', 'Strategy'];RPG;0.8903865955256014;2018;7.470793774195062
372000;Tree of Savior (English Ver.);2016-03-28;1;IMCGAMES Co.,Ltd.;IMCGAMES Co.,Ltd.;windows;0;"MMO;Steam Trading Cards;In-App Purchases;Partial Controller Support;Valve Anti-Cheat enabled";"Free to Play;Massively Multiplayer;RPG";"MMORPG;Massively Multiplayer;Free to Play";0;9323;5897;2119;760;2000000-5000000;0.0;['Free to Play', 'Massively Multiplayer', 'RPG'];RPG;0.6125492772667542;2016;7.6586995582682995
224600;Defiance;2014-06-04;1;Trion Worlds;Trion Worlds;windows;18;"Multi-player;MMO;Co-op;Steam Trading Cards;Partial Controller Support";"Action;Free to Play;Massively Multiplayer;RPG";"Free to Play;Action;Open World";0;9150;2808;953;324;2000000-5000000;0.0;['Action', 'Free to Play', 'Massively Multiplayer', 'RPG'];RPG;0.7651781234320121;2014;6.859614903654202
282900;"Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1";2015-01-29;1;"IDEA FACTORY Co., Ltd.;COMPILE HEART Co., Ltd.;FELISTELLA Co., Ltd.";"Idea Factory International, Inc.;IDEA FACTORY Co., Ltd.";windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"RPG;Strategy";"Anime;JRPG;Female Protagonist";45;9138;476;613;819;200000-500000;19.49;['RPG', 'Strategy'];RPG;0.9504888703973372;2015;6.418364935936212
638970;Yakuza 0;2018-08-01;1;SEGA;SEGA;windows;18;"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Adventure;RPG";"Action;Story Rich;Beat 'em up";55;9023;1343;1255;1586;200000-500000;14.99;['Action', 'Adventure', 'RPG'];RPG;0.870441829056531;2018;7.134890851565884
294860;Valkyria Chronicles™;2014-11-11;1;SEGA;SEGA;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;RPG;Strategy";"Anime;Strategy;Turn-Based";20;8862;838;892;1068;500000-1000000;14.99;['Action', 'RPG', 'Strategy'];RPG;0.9136082474226804;2014;6.79346613258001
47810;Dragon Age: Origins - Ultimate Edition;2010-10-29;1;BioWare;Electronic Arts;windows;0;Single-player;RPG;"RPG;Fantasy;Story Rich";0;8808;726;686;464;1000000-2000000;19.99;['RPG'];RPG;0.9238514789175583;2010;6.530877627725885
234650;Shadowrun Returns;2013-07-25;1;Harebrained Schemes;Paradox Interactive;"windows;mac;linux";0;"Single-player;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Adventure;Indie;RPG;Strategy";"RPG;Cyberpunk;Turn-Based";0;8676;1132;278;240;1000000-2000000;10.99;['Adventure', 'Indie', 'RPG', 'Strategy'];RPG;0.884584013050571;2013;5.627621113690637
233290;Murdered: Soul Suspect;2014-06-05;1;Airtight Games;Square Enix;windows;16;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards";"Action;Adventure;RPG";"Detective;Adventure;Horror";48;8658;1647;282;343;500000-1000000;19.99;['Action', 'Adventure', 'RPG'];RPG;0.840174672489083;2014;5.641907070938114
409710;BioShock™ Remastered;2016-09-15;1;"2K Boston;2K Australia;Blind Squirrel;Feral Interactive (Mac)";"2K;Feral Interactive (Mac)";"windows;mac";18;"Single-player;Steam Achievements;Full controller support;Steam Cloud;Commentary available";"Action;RPG";"FPS;Action;Story Rich";65;8652;5121;247;149;2000000-5000000;9.99;['Action', 'RPG'];RPG;0.6281855804835548;2016;5.5093883366279774
834910;ATLAS;2018-12-22;1;"Grapeshot Games;Instinct Games";Grapeshot Games;windows;0;"Online Multi-Player;MMO;Co-op;Online Co-op;Steam Workshop;Partial Controller Support;Includes level editor";"Action;Adventure;Massively Multiplayer;RPG;Early Access";"Early Access;Survival;Open World";0;8621;16359;2755;3575;1000000-2000000;23.79;['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access'];RPG;0.34511609287429945;2018;7.9211727215870145
102500;Kingdoms of Amalur: Reckoning™;2012-02-09;1;"Big Huge Games;38 Studios";"38 Studios;Electronic Arts";windows;16;"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud";"Action;RPG";"RPG;Fantasy;Open World";61;8523;1201;252;170;500000-1000000;19.99;['Action', 'RPG'];RPG;0.8764911559029206;2012;5.529429087511423
8500;EVE Online;2010-12-15;1;CCP;CCP;"windows;mac";0;"Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards";"Action;Free to Play;Massively Multiplayer;RPG;Strategy";"Space;Massively Multiplayer;Sci-fi";0;8317;2832;5123;230;1000000-2000000;0.0;['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy'];RPG;0.7459861871019823;2010;8.541495483939203
344760;Reign Of Kings;2015-12-15;1;Code}{atch;Code}{atch;windows;0;Multi-player;"Action;Adventure;Indie;RPG;Simulation";"Survival;Open World;Medieval";0;8076;5997;3498;3322;200000-500000;7.19;['Action', 'Adventure', 'Indie', 'RPG', 'Simulation'];RPG;0.5738648475804733;2015;8.159946655578548
208580;STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™;2012-08-23;1;"Obsidian Entertainment;Aspyr (Mac, Linux, & Windows Update)";"LucasArts;Disney Interactive;Lucasfilm;Aspyr (Mac, Linux)";"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud";RPG;"RPG;Star Wars;Story Rich";57;8047;978;990;774;2000000-5000000;7.19;['RPG'];RPG;0.8916343490304709;2012;6.897704943128636
266510;Hand of Fate;2015-02-17;1;Defiant Development;Defiant Development;"windows;mac;linux";0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards";"Action;Indie;RPG";"Card Game;RPG;Action";53;8045;794;371;297;500000-1000000;14.99;['Action', 'Indie', 'RPG'];RPG;0.9101708338047291;2015;5.916202062607435
245620;Tropico 5;2014-05-23;1;Haemimont Games;Kalypso Media Digital;"windows;mac;linux";0;"Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"RPG;Simulation;Strategy";"Strategy;Simulation;City Builder";70;7878;2482;292;364;1000000-2000000;14.99;['RPG', 'Simulation', 'Strategy'];RPG;0.7604247104247104;2014;5.676753802268282
9900;Star Trek Online;2012-01-31;1;Cryptic Studios;Perfect World Entertainment;windows;0;"Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases";"Free to Play;Massively Multiplayer;RPG";"Free to Play;Sci-fi;Space";0;7639;2391;2514;638;1000000-2000000;0.0;['Free to Play', 'Massively Multiplayer', 'RPG'];RPG;0.7616151545363908;2012;7.829630389150193
247730;Nether: Resurrected;2014-06-05;1;Phosphor Games Studio;Nether Productions, LLC;windows;0;"Single-player;Multi-player;MMO;Valve Anti-Cheat enabled";"Action;Indie;Massively Multiplayer;RPG;Simulation";"Survival;Open World;Action";0;7456;10167;257;291;500000-1000000;6.99;['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation'];RPG;0.4230834704647336;2014;5.54907608489522
335670;LISA;2014-12-15;1;Dingaling;Dingaling Productions, LLC;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Adventure;Indie;RPG";"Dark Humor;RPG;Story Rich";68;7450;344;882;1298;200000-500000;6.99;['Adventure', 'Indie', 'RPG'];RPG;0.955863484731845;2014;6.782192056006791
429660;Tales of Berseria™;2017-01-26;1;BANDAI NAMCO Studios Inc.;BANDAI NAMCO Entertainment;windows;0;"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;RPG";"Anime;JRPG;RPG";51;7427;536;2398;2878;200000-500000;39.99;['Action', 'RPG'];RPG;0.9326886851689062;2017;7.7823903355874595
249050;Dungeon of the Endless™;2014-10-27;1;AMPLITUDE Studios;SEGA;"windows;mac";0;"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Adventure;Indie;RPG;Strategy";"Rogue-like;Strategy;Tower Defense";33;7423;1046;648;295;500000-1000000;8.99;['Adventure', 'Indie', 'RPG', 'Strategy'];RPG;0.8764907309009328;2014;6.473890696352274
265300;Lords Of The Fallen™;2014-10-28;1;"CI Games;Deck 13";CI Games;windows;16;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";"Action;RPG";"Souls-like;RPG;Action";56;7393;4963;456;265;500000-1000000;23.79;['Action', 'RPG'];RPG;0.5983327937843963;2014;6.1224928095143865
411300;ELEX;2017-10-17;1;Piranha Bytes;THQ Nordic;windows;0;"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud";"Action;Adventure;RPG";"RPG;Open World;Singleplayer";50;7388;2427;1932;2218;500000-1000000;39.99;['Action', 'Adventure', 'RPG'];RPG;0.7527254202750892;2017;7.566311014772463
290340;Armello;2015-09-01;1;League of Geeks;League of Geeks;"windows;mac;linux";0;"Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled";"Adventure;Indie;RPG;Strategy";"Board Game;Turn-Based Strategy;Strategy";50;7208;1816;1145;1606;500000-1000000;14.99;['Adventure', 'Indie', 'RPG', 'Strategy'];RPG;0.7987588652482269;2015;7.0431599159883405
283640;Salt and Sanctuary;2016-05-17;1;Ska Studios;Ska Studios;"windows;mac;linux";16;"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards";"Violent;Gore;Action;Indie;RPG";"Souls-like;Metroidvania;Difficult";37;7173;634;623;813;200000-500000;13.59;['Violent', 'Gore', 'Action', 'Indie', 'RPG'];RPG;0.9187908287434354;2016;6.434546518787453
292120;FINAL FANTASY® XIII;2014-10-09;1;Square Enix;Square Enix;windows;16;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";RPG;"JRPG;Linear;RPG";35;7016;2769;1497;1797;500000-1000000;10.99;['RPG'];RPG;0.7170158405723045;2014;7.311218384419629
38400;Fallout: A Post Nuclear Role Playing Game;2015-11-01;1;Interplay Inc.;Bethesda Softworks;windows;16;"Single-player;Steam Cloud";RPG;"RPG;Post-apocalyptic;Classic";0;6983;643;93;49;1000000-2000000;7.99;['RPG'];RPG;0.9156831890899554;2015;4.532599493153256
248390;Craft The World;2014-11-24;1;Dekovir Entertainment;Black Maple Games;"windows;mac";0;"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor";"Indie;RPG;Simulation;Strategy";"Sandbox;Crafting;Survival";75;6946;984;1891;3010;200000-500000;13.99;['Indie', 'RPG', 'Simulation', 'Strategy'];RPG;0.8759142496847415;2014;7.544861068658458
644570;Material Girl;2017-06-20;1;Dieselmine;Paradise Project;windows;0;"Single-player;Steam Trading Cards;Steam Cloud";"Adventure;Indie;RPG";"Sexual Content;Nudity;Mature";0;6922;648;221;202;200000-500000;1.59;['Adventure', 'Indie', 'RPG'];RPG;0.9143989431968296;2017;5.3981627015177525
39120;RIFT;2011-03-01;1;Trion Worlds;Trion Worlds;windows;0;"Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases";"Free to Play;Massively Multiplayer;RPG";"Free to Play;MMORPG;Massively Multiplayer";0;6885;2326;4104;1997;2000000-5000000;0.0;['Free to Play', 'Massively Multiplayer', 'RPG'];RPG;0.7474758440994463;2011;8.319717386850606
212500;The Lord of the Rings Online™;2012-06-06;1;Standing Stone Games, LLC;Standing Stone Games, LLC;"windows;mac";0;MMO;"Free to Play;Massively Multiplayer;RPG";"Free to Play;MMORPG;Massively Multiplayer";0;6860;1644;892;300;2000000-5000000;0.0;['Free to Play', 'Massively Multiplayer', 'RPG'];RPG;0.8066792097836313;2012;6.79346613258001
438040;Shakes and Fidget;2016-02-24;1;Playa Games GmbH;Playa Games GmbH;"windows;mac";0;"Single-player;MMO;Cross-Platform Multiplayer;In-App Purchases";"Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Strategy";"Free to Play;RPG;Massively Multiplayer";0;6591;988;1752;828;1000000-2000000;0.0;['Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy'];RPG;0.869639794168096;2016;7.468513271496337
337340;Finding Paradise;2017-12-14;1;Freebird Games;Freebird Games;"windows;mac;linux";0;"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud";"Adventure;Indie;RPG";"Story Rich;Great Soundtrack;Pixel Graphics";1;6578;123;166;166;200000-500000;6.99;['Adventure', 'Indie', 'RPG'];RPG;0.9816445306670646;2017;5.111987788356544
359870;FINAL FANTASY X/X-2 HD Remaster;2016-05-12;1;Square Enix;Square Enix;windows;12;"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud";RPG;"JRPG;Story Rich;RPG";69;6334;723;596;682;500000-1000000;19.99;['RPG'];RPG;0.8975485333711208;2016;6.39024066706535
